tenure,signup_date,last_active_days,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_usage,number_of_logins,complaints_count,customer_support_calls,late_payments,charges_per_month,tenure_group,engagement_score,Churn,cluster,customer_segment,churn_prob,expected_remaining,CLV
38,2020-10-10,362,Female,0,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),55.63,2114.89,89.4,19,1,5,1,55.65,Loyal,63.3,No,2,Veteran Champion,0.00625087,34,1879.597001581192
46,2020-02-20,64,Male,0,No,Yes,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,921.73,91.9,19,3,6,0,20.04,Loyal,62.1,No,2,Veteran Champion,0.0094123185,26,515.1056098937988
8,2023-04-05,266,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.4,821.54,68.6,11,4,6,0,102.69,New,45.5,Yes,3,Loyal Mid-tier,0.83015686,64,1113.083984375
2,2023-10-25,29,Male,1,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,88.76,175.68,39.5,13,4,6,1,87.84,New,30.9,No,3,Loyal Mid-tier,0.9224236,70,481.99768133163457
62,2018-10-30,57,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),73.0,4524.55,70.2,15,2,1,1,72.98,Veteran,65.0,No,2,Veteran Champion,0.0043088086,10,726.8545615673065
37,2020-11-27,112,Male,0,No,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,71.6,2644.69,86.5,20,2,1,0,71.48,Loyal,69.1,No,2,Veteran Champion,0.0075714234,35,2487.02607357502
44,2020-04-25,244,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.72,3685.57,25.3,13,3,5,0,83.76,Loyal,47.2,No,3,Loyal Mid-tier,0.087139316,28,2139.8915186977383
13,2022-11-07,18,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,63.39,821.55,77.9,23,1,2,0,63.2,Regular,63.7,No,0,Loyal Mid-tier,0.011018637,59,3698.8001992428303
4,2023-08-20,26,Male,1,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,61.83,251.53,59.4,20,3,7,1,62.88,New,35.3,Yes,3,Loyal Mid-tier,0.528044,68,1984.3107461643217
67,2018-05-18,44,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.44,1503.81,65.0,11,2,4,1,22.44,Veteran,67.8,No,2,Veteran Champion,0.0021879901,5,111.95451006889344
4,2023-08-30,0,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.67,320.69,76.0,17,5,5,1,80.17,New,35.9,Yes,3,Loyal Mid-tier,0.8941339,68,587.9335970449448
26,2021-10-12,13,Male,1,Yes,Yes,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),90.25,2346.59,50.3,14,4,3,0,90.25,Loyal,44.3,No,3,Loyal Mid-tier,0.2698029,46,3031.413144528866
62,2018-10-05,201,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,91.18,5652.53,74.3,22,2,2,0,91.17,Veteran,68.5,No,1,Veteran Champion,0.022256427,10,891.5065835118295
51,2019-09-30,30,Male,0,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.43,1042.16,27.0,15,1,2,0,20.43,Veteran,55.2,No,0,Loyal Mid-tier,0.029554809,21,416.35011089265345
45,2020-03-31,315,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.44,1055.13,24.4,9,1,1,0,23.45,Loyal,56.2,No,0,Loyal Mid-tier,0.018984567,27,620.8650540733337
62,2018-10-03,287,Male,0,No,No,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.72,4503.54,75.3,21,2,3,1,72.64,Veteran,66.6,No,1,Veteran Champion,0.015183016,10,716.1588994503022
67,2018-05-12,205,Female,0,No,No,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.04,6038.21,55.3,14,5,4,1,90.12,Veteran,57.3,Yes,1,Veteran Champion,0.3413148,5,296.5400803565979
52,2019-08-11,223,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.98,1660.97,53.8,17,2,1,0,31.94,Veteran,63.6,No,2,Veteran Champion,0.0012465667,20,638.8026928424836
29,2021-07-28,176,Male,1,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.04,898.57,61.7,15,2,3,0,30.99,Loyal,53.1,No,0,Loyal Mid-tier,0.17160243,43,1105.6788073539733
1,2023-11-03,23,Female,0,Yes,No,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,73.66,73.43,47.7,15,2,2,0,73.43,New,49.4,No,0,Loyal Mid-tier,0.44248426,71,2915.7292700600624
43,2020-05-11,192,Male,0,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,60.21,2589.91,66.5,17,2,3,0,60.23,Loyal,60.9,No,2,Veteran Champion,0.023464624,29,1705.1186614662408
51,2019-09-25,151,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),58.75,2994.05,93.9,25,2,1,0,58.71,Veteran,79.3,No,2,Veteran Champion,0.0028717197,21,1230.2070497721434
26,2021-10-15,108,Female,0,Yes,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.15,1381.51,67.5,10,0,1,1,53.14,Loyal,58.0,No,0,Loyal Mid-tier,0.041132443,46,2344.335272741318
61,2018-11-11,176,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),59.87,3648.29,64.1,9,1,5,0,59.81,Veteran,59.1,No,2,Veteran Champion,0.014952815,11,648.7225092011689
44,2020-04-03,84,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,87.96,3875.53,89.8,22,2,3,0,88.08,Loyal,69.5,No,1,Veteran Champion,0.03384161,28,2379.5321756744383
36,2020-12-13,119,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,91.44,3291.18,97.7,19,3,4,2,91.42,Loyal,62.5,No,1,Veteran Champion,0.06427077,36,3080.27082818985
67,2018-05-30,92,Female,1,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,91.01,6092.3,104.5,24,5,5,0,90.93,Veteran,68.0,No,1,Veteran Champion,0.07922135,5,419.0003165662289
49,2019-11-21,261,Male,0,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,70.54,3456.47,110.3,19,1,3,1,70.54,Veteran,77.1,No,2,Veteran Champion,0.010774632,23,1604.9390533065796
22,2022-02-25,127,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,91.67,2023.66,63.7,13,3,2,1,91.98,Regular,47.2,Yes,3,Loyal Mid-tier,0.4923635,50,2326.7518403828144
16,2022-08-26,341,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,94.99,1524.88,57.2,13,3,3,1,95.3,Regular,40.2,No,3,Loyal Mid-tier,0.2628428,56,3921.2636321926116
17,2022-07-06,72,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,79.35,1345.23,59.4,14,1,3,1,79.13,Regular,50.1,No,0,Loyal Mid-tier,0.13837205,55,3760.359721273184
63,2018-09-18,186,Male,1,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,100.23,6312.69,76.3,17,3,4,2,100.2,Veteran,54.8,No,1,Veteran Champion,0.29902384,9,632.3295406079293
16,2022-08-15,59,Male,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,36.84,589.58,95.7,20,3,4,0,36.85,Regular,54.8,No,0,Loyal Mid-tier,0.0587535,56,1941.8291990661621
33,2021-03-11,135,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,657.5,31.7,19,1,2,1,19.92,Loyal,55.0,No,0,Loyal Mid-tier,0.009809627,39,772.3485016822815
25,2021-11-18,35,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,90.59,2267.24,88.5,20,6,5,3,90.69,Loyal,44.9,Yes,3,Loyal Mid-tier,0.83841634,47,687.9796053481102
38,2020-10-19,334,Female,0,No,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,90.62,3454.87,100.5,17,7,6,0,90.92,Loyal,48.6,Yes,1,Veteran Champion,0.6628059,34,1038.9219517850875
70,2018-02-22,97,Female,0,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,52.32,3663.32,46.7,12,1,0,1,52.33,Veteran,68.7,No,2,Veteran Champion,0.0011005674,2,104.52483947753906
19,2022-06-01,125,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,88.25,1678.04,70.9,28,4,6,0,88.32,Regular,47.0,Yes,3,Loyal Mid-tier,0.76325226,53,1107.328374862671
42,2020-06-29,351,Female,1,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,82.63,3462.85,26.9,17,2,1,0,82.45,Loyal,51.7,No,0,Loyal Mid-tier,0.03452273,30,2393.321648651361
6,2023-06-29,110,Male,0,Yes,No,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),63.53,380.81,97.9,20,0,1,1,63.47,New,70.3,No,0,Loyal Mid-tier,0.019714238,66,4110.318601648808
9,2023-03-20,277,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),81.55,736.27,83.5,16,3,3,1,81.81,New,56.8,No,0,Loyal Mid-tier,0.093965165,63,4654.889830130338
70,2018-02-27,33,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.55,2282.36,64.1,13,2,4,0,32.61,Veteran,68.2,No,2,Veteran Champion,0.004694545,2,64.79438665509224
71,2018-01-06,132,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,89.33,6343.03,44.6,12,5,7,1,89.34,Veteran,43.6,Yes,1,Veteran Champion,0.5263134,1,42.31442182421684
6,2023-06-23,84,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.35,478.43,67.1,17,2,2,0,79.74,New,51.9,No,0,Loyal Mid-tier,0.35487032,66,3336.0300915241237
24,2021-12-27,157,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,67.91,1628.52,80.3,28,0,2,0,67.86,Regular,67.2,No,2,Veteran Champion,0.014266321,48,3213.1763877010344
9,2023-03-13,91,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.96,196.31,48.3,8,1,2,1,21.81,New,47.4,No,0,Loyal Mid-tier,0.13227294,63,1200.4830070209503
62,2018-10-31,359,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.05,4777.95,85.6,17,0,1,1,77.06,Veteran,80.2,No,2,Veteran Champion,0.005473803,10,766.2824428379536
60,2018-12-18,83,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),77.39,4644.97,80.5,22,3,4,1,77.42,Veteran,68.4,No,1,Veteran Champion,0.018835284,12,911.188027868271
59,2019-01-07,10,Female,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.69,1868.01,85.8,18,4,5,0,31.66,Veteran,65.9,No,2,Veteran Champion,0.0072337943,13,408.98989203035836
12,2022-12-22,129,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),64.01,767.21,75.6,26,1,4,1,63.93,New,48.0,No,0,Loyal Mid-tier,0.13658991,60,3316.0128885984423
69,2018-03-15,114,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.38,2028.81,92.7,11,0,3,2,29.4,Veteran,76.2,No,2,Veteran Champion,0.0016696554,3,87.99283746242523
11,2023-01-04,295,Female,0,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),80.67,879.57,53.8,17,3,3,2,79.96,New,45.9,Yes,3,Loyal Mid-tier,0.5458717,61,2234.706450571418
29,2021-07-06,129,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),96.05,2770.83,74.0,29,5,8,0,95.55,Loyal,46.3,Yes,3,Loyal Mid-tier,0.5505019,43,1856.4946478039024
6,2023-06-18,161,Male,0,No,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,86.99,518.24,114.4,19,3,2,0,86.37,New,69.2,No,2,Veteran Champion,0.06629782,66,5360.7016215813155
7,2023-05-19,76,Female,1,No,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.24,494.83,58.8,16,1,3,0,70.69,New,56.9,No,0,Loyal Mid-tier,0.1859049,65,3769.7486769795414
19,2022-05-06,152,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),119.48,2276.95,79.6,18,2,2,0,119.84,Regular,56.9,No,1,Veteran Champion,0.08033289,53,5823.736887440682
2,2023-10-07,19,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.07,64.87,56.5,11,2,3,0,32.44,New,43.1,No,0,Loyal Mid-tier,0.30615467,70,1606.1825582802296
8,2023-05-01,274,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,112.63,892.85,28.4,13,2,2,1,111.61,New,39.7,No,3,Loyal Mid-tier,0.7885287,64,1524.352939605713
17,2022-07-22,138,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,92.84,1580.61,65.5,9,2,4,0,92.98,Regular,53.4,No,3,Loyal Mid-tier,0.3004049,55,3572.2724675893783
40,2020-08-08,116,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.58,4347.45,26.5,14,3,4,1,108.69,Loyal,36.2,No,3,Loyal Mid-tier,0.61695457,32,1330.9143464660644
13,2022-11-21,289,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.98,1387.81,87.9,31,3,9,0,106.75,Regular,45.0,Yes,3,Loyal Mid-tier,0.76807755,59,1463.8527437245848
14,2022-10-26,289,Male,0,No,No,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,85.56,1197.68,102.3,21,3,6,0,85.55,Regular,55.8,No,3,Loyal Mid-tier,0.28150454,58,3565.519490118027
54,2019-06-04,58,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),115.82,6260.18,81.3,19,3,6,0,115.93,Veteran,65.7,No,1,Veteran Champion,0.088140726,18,1901.0077398777005
53,2019-07-30,210,Male,1,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,68.77,3646.2,85.8,12,1,2,0,68.8,Veteran,72.8,No,2,Veteran Champion,0.0032695387,19,1302.3579037225245
54,2019-06-28,308,Female,0,No,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,64.85,3506.41,101.6,14,2,4,1,64.93,Veteran,71.4,No,2,Veteran Champion,0.00871655,18,1157.1252019464969
61,2018-11-04,241,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),75.52,4614.35,71.9,23,3,5,0,75.65,Veteran,66.1,No,1,Veteran Champion,0.0057937307,11,825.907015762329
15,2022-09-17,208,Female,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,300.93,66.8,21,1,1,0,20.06,Regular,59.3,No,0,Loyal Mid-tier,0.016843801,57,1120.7980728149414
24,2021-12-31,95,Male,0,No,No,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.84,2201.59,79.9,26,2,6,0,91.73,Regular,55.8,No,3,Loyal Mid-tier,0.40894154,48,2605.574974365234
18,2022-06-11,96,Female,0,Yes,No,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),61.52,1106.38,102.0,19,1,4,1,61.47,Regular,60.8,No,0,Loyal Mid-tier,0.013954523,54,3275.7219674491885
43,2020-05-24,215,Female,1,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.44,3587.59,88.0,20,5,5,0,83.43,Loyal,56.9,Yes,1,Veteran Champion,0.42442152,29,1392.7617129707335
38,2020-10-16,253,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.82,1135.18,100.9,21,2,4,0,29.87,Loyal,69.7,No,2,Veteran Champion,0.011369751,34,1002.3524228596688
69,2018-03-07,261,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.89,2406.79,78.6,16,3,3,0,34.88,Veteran,74.0,No,2,Veteran Champion,0.009545166,3,103.6709094196558
53,2019-07-05,131,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,93.7,4957.77,77.7,16,5,5,1,93.54,Veteran,56.1,No,1,Veteran Champion,0.21972893,19,1389.1165562152862
11,2023-01-25,81,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.84,251.49,34.8,14,1,1,0,22.86,New,43.2,No,0,Loyal Mid-tier,0.17666817,61,1147.0988428497315
69,2018-03-24,147,Female,0,Yes,No,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,66.22,4568.06,94.6,15,1,0,1,66.2,Veteran,78.8,No,2,Veteran Champion,0.002676681,3,198.12825357556343
37,2020-11-03,320,Male,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),90.11,3338.99,71.2,21,3,2,0,90.24,Loyal,62.1,No,1,Veteran Champion,0.024701755,35,3075.9443096905948
64,2018-08-22,362,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.75,2159.61,63.7,18,2,4,0,33.74,Veteran,63.5,No,2,Veteran Champion,0.007894296,8,267.8685450553894
5,2023-07-07,27,Male,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.53,329.76,57.6,18,5,5,1,65.95,New,37.7,No,3,Loyal Mid-tier,0.8047472,67,857.2592661964894
8,2023-04-27,284,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.67,222.4,59.4,23,1,2,0,27.8,New,54.3,Yes,0,Loyal Mid-tier,0.08927197,64,1612.7900667953493
25,2021-11-30,222,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.76,543.55,64.5,21,2,2,0,21.74,Loyal,59.1,No,0,Loyal Mid-tier,0.029700266,47,992.3449304199219
19,2022-05-31,176,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,380.67,67.0,16,1,3,1,20.04,Regular,58.4,No,0,Loyal Mid-tier,0.010380464,53,1048.9967262744904
44,2020-04-18,112,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),73.06,3217.47,92.2,22,2,3,0,73.12,Loyal,69.3,No,2,Veteran Champion,0.0060632327,28,2033.2765862083436
69,2018-03-13,305,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,85.86,5919.03,74.8,29,5,5,0,85.78,Veteran,70.9,No,1,Veteran Champion,0.038752988,3,247.59800919413564
47,2020-01-30,117,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.09,3954.01,83.4,17,5,8,2,84.13,Loyal,50.7,Yes,1,Veteran Champion,0.23507236,25,1608.069101035595
21,2022-03-20,251,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.06,568.45,47.2,14,2,2,0,27.07,Regular,51.0,No,0,Loyal Mid-tier,0.010304657,51,1365.8389925944805
34,2021-02-10,221,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.14,3067.81,57.3,15,4,7,1,90.23,Loyal,49.7,Yes,3,Loyal Mid-tier,0.73451805,38,909.3606290435791
12,2022-12-12,176,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),67.6,808.24,49.8,14,1,1,0,67.35,New,50.9,No,0,Loyal Mid-tier,0.13598251,60,3504.454925537109
23,2022-01-06,194,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.19,1723.76,48.5,11,6,4,1,74.95,Regular,35.0,Yes,3,Loyal Mid-tier,0.8924878,49,396.1081852942705
71,2018-01-20,76,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.41,5707.12,119.9,20,3,2,0,80.38,Veteran,78.5,No,1,Veteran Champion,0.022059482,1,78.63619558751583
7,2023-05-27,31,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,67.57,471.2,57.6,16,1,1,1,67.31,New,48.9,Yes,0,Loyal Mid-tier,0.38903877,65,2683.3721332192417
28,2021-08-24,214,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.67,2175.47,76.2,19,3,5,1,77.7,Loyal,48.1,No,3,Loyal Mid-tier,0.73915315,44,891.4389040660858
13,2022-11-02,276,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.32,392.92,77.3,19,2,6,0,30.22,Regular,49.0,No,0,Loyal Mid-tier,0.07693446,59,1651.2534888744356
38,2020-10-12,121,Male,0,No,No,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),83.43,3173.17,20.2,19,4,4,0,83.5,Loyal,46.1,No,3,Loyal Mid-tier,0.20156887,34,2264.8457915925983
30,2021-06-20,307,Female,0,Yes,No,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),60.47,1810.2,79.1,18,2,2,0,60.34,Loyal,61.9,No,2,Veteran Champion,0.043253724,42,2429.8867976582046
4,2023-08-25,18,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,104.01,427.89,78.6,16,5,5,2,106.97,New,38.4,Yes,3,Loyal Mid-tier,0.93295467,68,474.1901716661453
16,2022-08-31,115,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.6,359.52,79.3,22,0,4,0,22.47,Regular,61.0,No,0,Loyal Mid-tier,0.06399909,56,1184.6027936935427
10,2023-02-15,60,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.06,510.63,52.7,6,2,3,0,51.06,New,40.9,Yes,0,Loyal Mid-tier,0.42250794,62,1828.1781587290766
37,2020-11-11,288,Male,1,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),51.95,1924.79,40.7,9,1,2,0,52.02,Loyal,62.6,No,0,Loyal Mid-tier,0.004237666,35,1810.5448895692825
8,2023-04-08,154,Male,1,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.4,269.55,95.9,14,2,6,0,33.69,New,58.2,No,0,Loyal Mid-tier,0.10031514,64,1923.1663276672361
